,index,Name,Age,Wage,Skill Moves,Height(cm),Weight(cm),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,High,Medium,Low
1942,1942,O. Onazi,25,25000,3.0,172.72,73.0296,67.0,51.0,53.0,74.0,68.0,72.0,70.0,50.0,74.0,75.0,83.0,78.0,90.0,71.0,91.0,78.0,55.0,85.0,68.0,77.0,69.0,74.0,68.0,72.0,60.0,65.0,70.0,75.0,73.0,13.0,9.0,13.0,14.0,7.0,0,1,0
1943,1943,C. Günter,25,20000,3.0,182.88,83.0088,76.0,38.0,57.0,69.0,39.0,72.0,71.0,68.0,59.0,68.0,73.0,87.0,67.0,71.0,63.0,70.0,53.0,85.0,76.0,49.0,83.0,72.0,59.0,51.0,44.0,67.0,69.0,75.0,74.0,9.0,15.0,9.0,8.0,14.0,1,1,0
1944,1944,I. Amadou,25,14000,3.0,182.88,81.1944,45.0,39.0,65.0,76.0,29.0,65.0,34.0,32.0,73.0,68.0,69.0,73.0,63.0,76.0,68.0,75.0,74.0,77.0,82.0,62.0,80.0,76.0,42.0,65.0,51.0,67.0,74.0,76.0,70.0,6.0,7.0,11.0,14.0,14.0,1,1,0
1945,1945,Unai López,22,19000,3.0,170.18,69.8544,71.0,74.0,51.0,75.0,55.0,75.0,73.0,79.0,74.0,76.0,74.0,72.0,75.0,70.0,89.0,63.0,74.0,79.0,54.0,71.0,72.0,69.0,68.0,73.0,46.0,62.0,57.0,72.0,59.0,9.0,13.0,12.0,13.0,15.0,1,1,0
1946,1946,K. Iheanacho,21,45000,4.0,182.88,79.8336,49.0,77.0,60.0,67.0,73.0,77.0,69.0,64.0,61.0,76.0,78.0,78.0,72.0,71.0,68.0,75.0,62.0,69.0,70.0,72.0,61.0,21.0,79.0,65.0,73.0,71.0,28.0,25.0,23.0,8.0,7.0,7.0,11.0,15.0,0,1,0
1947,1947,C. Söyüncü,22,43000,2.0,185.42,82.1016,46.0,37.0,68.0,56.0,48.0,57.0,39.0,37.0,55.0,59.0,67.0,72.0,64.0,69.0,58.0,65.0,68.0,67.0,78.0,42.0,81.0,71.0,42.0,49.0,52.0,59.0,69.0,84.0,80.0,6.0,7.0,7.0,7.0,7.0,0,1,0
1948,1948,B. Pearson,23,12000,3.0,175.26,71.2152,52.0,47.0,50.0,71.0,40.0,69.0,45.0,40.0,67.0,71.0,71.0,69.0,70.0,66.0,75.0,63.0,85.0,90.0,78.0,44.0,95.0,74.0,57.0,63.0,42.0,72.0,73.0,75.0,74.0,8.0,15.0,9.0,16.0,11.0,1,1,0
1949,1949,F. Niederlechner,27,25000,3.0,187.96,86.184,54.0,79.0,69.0,64.0,73.0,71.0,59.0,44.0,48.0,68.0,68.0,75.0,67.0,74.0,62.0,81.0,64.0,77.0,78.0,72.0,80.0,35.0,77.0,59.0,66.0,69.0,27.0,35.0,28.0,15.0,7.0,6.0,16.0,16.0,1,0,0
1950,1950,S. Denswil,25,19000,3.0,185.42,81.1944,44.0,46.0,76.0,73.0,43.0,63.0,68.0,76.0,70.0,68.0,45.0,53.0,60.0,71.0,53.0,83.0,55.0,64.0,85.0,60.0,76.0,71.0,41.0,64.0,63.0,74.0,75.0,75.0,75.0,11.0,14.0,6.0,9.0,9.0,0,1,0
1951,1951,G. Rodríguez,34,18000,2.0,182.88,78.9264,38.0,45.0,80.0,63.0,23.0,57.0,50.0,46.0,65.0,67.0,62.0,67.0,64.0,71.0,58.0,69.0,81.0,66.0,78.0,36.0,81.0,75.0,32.0,65.0,72.0,75.0,74.0,73.0,71.0,12.0,4.0,11.0,12.0,9.0,1,1,0
1952,1952,P. Guiñazú,39,10000,3.0,175.26,68.04,63.0,48.0,60.0,82.0,25.0,63.0,65.0,30.0,68.0,70.0,58.0,61.0,56.0,58.0,77.0,65.0,75.0,89.0,79.0,60.0,84.0,73.0,67.0,69.0,55.0,74.0,76.0,76.0,68.0,12.0,10.0,12.0,9.0,13.0,1,0,1
1953,1953,H. Hateboer,24,22000,3.0,187.96,73.9368,77.0,55.0,63.0,75.0,52.0,77.0,41.0,30.0,70.0,75.0,76.0,82.0,64.0,74.0,64.0,72.0,74.0,86.0,72.0,58.0,71.0,65.0,67.0,67.0,47.0,67.0,73.0,77.0,75.0,11.0,6.0,8.0,14.0,15.0,1,1,0
1954,1954,I. Fernández,28,23000,4.0,182.88,67.1328,71.0,64.0,56.0,76.0,62.0,78.0,73.0,69.0,74.0,75.0,75.0,75.0,74.0,72.0,66.0,74.0,33.0,82.0,70.0,76.0,72.0,62.0,70.0,75.0,61.0,72.0,67.0,62.0,56.0,7.0,8.0,14.0,10.0,12.0,1,1,0
1955,1955,L. Blas,20,16000,3.0,180.34,73.0296,77.0,67.0,58.0,77.0,70.0,79.0,69.0,52.0,74.0,79.0,84.0,71.0,79.0,62.0,74.0,72.0,62.0,63.0,60.0,72.0,64.0,57.0,69.0,69.0,65.0,68.0,27.0,62.0,60.0,12.0,9.0,14.0,14.0,15.0,1,0,1
1956,1956,M. Sarr,19,11000,2.0,182.88,73.0296,68.0,49.0,73.0,74.0,37.0,62.0,68.0,40.0,69.0,67.0,74.0,72.0,74.0,72.0,70.0,50.0,78.0,79.0,79.0,40.0,68.0,74.0,59.0,63.0,44.0,78.0,72.0,77.0,75.0,6.0,9.0,14.0,12.0,8.0,1,0,1
1957,1957,Mikel Rico,33,21000,2.0,177.8,74.844,55.0,61.0,58.0,75.0,53.0,62.0,52.0,63.0,76.0,70.0,54.0,39.0,68.0,80.0,73.0,80.0,79.0,79.0,76.0,64.0,72.0,78.0,69.0,77.0,60.0,82.0,69.0,77.0,75.0,15.0,7.0,10.0,9.0,9.0,0,1,0
1958,1958,F. Neuhaus,21,19000,3.0,182.88,73.9368,59.0,59.0,54.0,77.0,61.0,77.0,66.0,41.0,74.0,78.0,74.0,67.0,78.0,77.0,75.0,68.0,54.0,75.0,58.0,73.0,57.0,59.0,64.0,78.0,49.0,74.0,64.0,59.0,64.0,6.0,11.0,10.0,11.0,15.0,0,1,0
1959,1959,S. İnan,33,47000,3.0,182.88,73.9368,78.0,68.0,61.0,80.0,62.0,73.0,83.0,85.0,79.0,78.0,55.0,45.0,58.0,70.0,61.0,78.0,68.0,66.0,65.0,78.0,60.0,62.0,63.0,80.0,84.0,75.0,70.0,65.0,58.0,9.0,7.0,8.0,11.0,16.0,0,1,0
1960,1960,C. Maggio,36,4000,3.0,182.88,78.9264,77.0,67.0,74.0,74.0,79.0,70.0,71.0,55.0,72.0,77.0,68.0,72.0,74.0,76.0,68.0,75.0,86.0,79.0,77.0,69.0,72.0,67.0,74.0,58.0,57.0,78.0,74.0,75.0,75.0,9.0,5.0,9.0,11.0,9.0,0,1,0
1961,1961,Mexer,29,28000,2.0,187.96,78.9264,40.0,44.0,72.0,72.0,50.0,59.0,55.0,32.0,55.0,69.0,52.0,67.0,66.0,66.0,64.0,49.0,75.0,74.0,79.0,59.0,78.0,75.0,43.0,54.0,38.0,75.0,73.0,75.0,74.0,10.0,14.0,7.0,11.0,11.0,0,1,0
1962,1962,F. Magnanelli,33,40000,2.0,180.34,78.9264,61.0,45.0,61.0,72.0,60.0,56.0,62.0,61.0,71.0,72.0,67.0,65.0,63.0,72.0,64.0,68.0,55.0,69.0,70.0,66.0,85.0,79.0,53.0,70.0,57.0,82.0,78.0,76.0,75.0,8.0,12.0,7.0,11.0,5.0,1,1,0
1963,1963,J. Figal,24,15000,3.0,180.34,63.9576,57.0,42.0,74.0,73.0,28.0,69.0,44.0,30.0,68.0,73.0,73.0,71.0,73.0,76.0,63.0,61.0,78.0,79.0,73.0,45.0,75.0,76.0,35.0,57.0,37.0,73.0,72.0,76.0,67.0,7.0,11.0,7.0,16.0,9.0,1,0,0
1964,1964,V. Claesson,26,0,3.0,182.88,78.9264,65.0,72.0,40.0,74.0,64.0,71.0,69.0,64.0,69.0,74.0,72.0,74.0,76.0,76.0,63.0,75.0,48.0,88.0,64.0,74.0,68.0,38.0,73.0,77.0,63.0,77.0,43.0,43.0,46.0,12.0,7.0,9.0,10.0,7.0,1,0,0
1965,1965,F. Helander,25,25000,2.0,193.04,83.916,30.0,28.0,74.0,52.0,21.0,52.0,39.0,40.0,48.0,54.0,46.0,52.0,54.0,68.0,54.0,58.0,68.0,63.0,83.0,25.0,80.0,77.0,24.0,45.0,34.0,63.0,80.0,78.0,74.0,15.0,8.0,10.0,7.0,16.0,1,1,0
1966,1966,J. Gondorf,30,23000,3.0,175.26,78.0192,68.0,63.0,59.0,78.0,59.0,73.0,72.0,73.0,73.0,74.0,72.0,66.0,74.0,74.0,83.0,72.0,83.0,90.0,75.0,69.0,83.0,68.0,65.0,74.0,62.0,72.0,67.0,69.0,73.0,8.0,9.0,9.0,16.0,9.0,1,0,0
1967,1967,R. Ghezzal,26,54000,4.0,182.88,69.8544,74.0,71.0,56.0,76.0,59.0,80.0,80.0,74.0,71.0,80.0,73.0,72.0,76.0,63.0,73.0,74.0,59.0,68.0,61.0,75.0,50.0,27.0,73.0,76.0,68.0,74.0,25.0,24.0,23.0,12.0,6.0,15.0,7.0,15.0,0,1,1
1968,1968,Adama,22,54000,3.0,177.8,76.2048,72.0,61.0,40.0,66.0,52.0,89.0,65.0,42.0,56.0,83.0,97.0,96.0,81.0,63.0,83.0,74.0,73.0,75.0,83.0,55.0,54.0,29.0,62.0,57.0,47.0,70.0,16.0,26.0,23.0,13.0,9.0,11.0,12.0,7.0,1,0,1
1969,1969,O. Duda,23,22000,4.0,180.34,73.9368,62.0,77.0,49.0,76.0,70.0,79.0,68.0,75.0,69.0,80.0,70.0,67.0,76.0,72.0,75.0,75.0,70.0,78.0,55.0,53.0,60.0,26.0,68.0,75.0,56.0,78.0,63.0,58.0,44.0,15.0,12.0,14.0,16.0,10.0,0,1,0
1970,1970,R. Bensebaini,23,23000,3.0,185.42,74.844,73.0,49.0,74.0,72.0,43.0,68.0,58.0,37.0,64.0,73.0,69.0,68.0,59.0,75.0,60.0,49.0,80.0,77.0,79.0,43.0,83.0,75.0,62.0,58.0,43.0,71.0,73.0,75.0,74.0,6.0,13.0,14.0,7.0,14.0,0,1,0
1971,1971,L. Depoitre,29,47000,2.0,190.5,91.17360000000001,42.0,74.0,84.0,71.0,70.0,64.0,46.0,29.0,59.0,73.0,48.0,58.0,35.0,73.0,48.0,80.0,69.0,69.0,90.0,64.0,77.0,32.0,78.0,65.0,62.0,68.0,35.0,46.0,38.0,7.0,16.0,6.0,9.0,12.0,1,0,0
1972,1972,N. Vlašić,20,1000,3.0,177.8,78.9264,69.0,68.0,51.0,75.0,66.0,83.0,62.0,58.0,67.0,76.0,77.0,80.0,78.0,73.0,74.0,73.0,55.0,71.0,66.0,69.0,63.0,26.0,64.0,72.0,66.0,66.0,54.0,55.0,37.0,6.0,14.0,15.0,9.0,14.0,0,1,0
1973,1973,Rochina,27,22000,4.0,182.88,76.2048,69.0,72.0,54.0,77.0,68.0,80.0,76.0,72.0,71.0,78.0,74.0,72.0,69.0,70.0,68.0,78.0,67.0,69.0,73.0,80.0,65.0,50.0,73.0,76.0,69.0,69.0,53.0,54.0,44.0,7.0,16.0,11.0,13.0,13.0,0,1,0
1974,1974,M. Doherty,26,52000,3.0,182.88,88.9056,71.0,57.0,62.0,74.0,46.0,74.0,62.0,45.0,69.0,75.0,74.0,78.0,69.0,68.0,68.0,72.0,82.0,89.0,73.0,62.0,73.0,69.0,71.0,66.0,48.0,67.0,69.0,71.0,72.0,15.0,8.0,12.0,11.0,9.0,1,1,0
1975,1975,C. Musonda,21,64000,4.0,172.72,66.2256,72.0,66.0,39.0,73.0,52.0,82.0,69.0,59.0,70.0,79.0,89.0,80.0,92.0,72.0,84.0,70.0,38.0,60.0,41.0,62.0,32.0,21.0,68.0,67.0,55.0,66.0,24.0,20.0,22.0,6.0,6.0,7.0,8.0,9.0,0,1,0
1976,1976,João Teixeira,25,10000,3.0,177.8,76.2048,60.0,66.0,46.0,75.0,44.0,77.0,60.0,56.0,72.0,76.0,76.0,69.0,73.0,75.0,74.0,64.0,52.0,66.0,65.0,70.0,42.0,28.0,71.0,74.0,56.0,68.0,44.0,34.0,31.0,14.0,16.0,14.0,15.0,16.0,1,1,0
1977,1977,S. Ward,32,42000,3.0,185.42,79.8336,73.0,57.0,73.0,73.0,66.0,71.0,69.0,55.0,68.0,73.0,63.0,60.0,63.0,79.0,62.0,70.0,72.0,78.0,72.0,54.0,80.0,76.0,60.0,64.0,62.0,73.0,77.0,76.0,75.0,6.0,16.0,13.0,11.0,16.0,1,0,0
1978,1978,Y. Cardinale,24,18000,1.0,180.34,83.916,20.0,14.0,16.0,52.0,20.0,25.0,13.0,18.0,41.0,30.0,53.0,40.0,43.0,68.0,47.0,25.0,57.0,36.0,76.0,20.0,37.0,15.0,12.0,48.0,23.0,57.0,9.0,14.0,16.0,76.0,72.0,75.0,73.0,78.0,0,1,0
1979,1979,S. Francis,33,49000,2.0,187.96,89.8128,72.0,25.0,72.0,73.0,26.0,67.0,51.0,61.0,67.0,70.0,49.0,54.0,51.0,73.0,58.0,70.0,67.0,55.0,77.0,62.0,75.0,72.0,57.0,63.0,44.0,71.0,74.0,79.0,76.0,12.0,6.0,10.0,8.0,12.0,1,1,0
1980,1980,Lafortiscinho,26,20000,3.0,177.8,74.844,73.0,48.0,72.0,66.0,58.0,72.0,80.0,65.0,74.0,71.0,81.0,83.0,80.0,68.0,70.0,54.0,73.0,81.0,62.0,58.0,75.0,73.0,58.0,57.0,55.0,68.0,75.0,72.0,76.0,10.0,8.0,9.0,12.0,13.0,1,1,0
1981,1981,M. Valdifiori,32,13000,3.0,185.42,71.2152,75.0,46.0,65.0,84.0,59.0,70.0,72.0,72.0,84.0,79.0,54.0,53.0,65.0,68.0,62.0,68.0,63.0,55.0,66.0,68.0,76.0,75.0,53.0,80.0,52.0,72.0,67.0,70.0,66.0,13.0,6.0,10.0,10.0,10.0,0,1,1
1982,1982,Rubén Pérez,29,26000,2.0,177.8,73.0296,52.0,43.0,56.0,78.0,26.0,62.0,55.0,57.0,71.0,72.0,54.0,45.0,63.0,72.0,67.0,79.0,73.0,77.0,71.0,71.0,87.0,83.0,58.0,74.0,50.0,71.0,50.0,80.0,71.0,11.0,8.0,13.0,9.0,15.0,0,1,0
1983,1983,D. Boyata,27,42000,2.0,187.96,86.184,46.0,20.0,76.0,66.0,36.0,57.0,34.0,13.0,56.0,61.0,66.0,72.0,62.0,55.0,59.0,56.0,85.0,77.0,90.0,25.0,77.0,73.0,47.0,32.0,13.0,55.0,68.0,75.0,73.0,11.0,8.0,13.0,13.0,8.0,0,1,0
1984,1984,N. Mendy,26,50000,3.0,167.64000000000001,73.0296,67.0,49.0,65.0,79.0,43.0,71.0,69.0,54.0,72.0,76.0,71.0,68.0,74.0,74.0,87.0,62.0,76.0,77.0,68.0,64.0,78.0,74.0,55.0,63.0,55.0,70.0,70.0,75.0,74.0,14.0,12.0,9.0,12.0,15.0,1,0,1
1985,1985,A. Martín Arias,25,11000,1.0,185.42,78.9264,20.0,19.0,14.0,29.0,12.0,18.0,17.0,14.0,22.0,22.0,62.0,42.0,35.0,71.0,57.0,18.0,66.0,35.0,65.0,15.0,25.0,27.0,19.0,28.0,23.0,35.0,20.0,18.0,16.0,81.0,68.0,76.0,73.0,77.0,0,1,0
1986,1986,Pedraza,22,24000,3.0,182.88,73.0296,78.0,72.0,56.0,70.0,52.0,78.0,65.0,57.0,66.0,77.0,80.0,84.0,72.0,72.0,57.0,78.0,61.0,75.0,69.0,66.0,58.0,48.0,70.0,66.0,64.0,65.0,51.0,55.0,56.0,12.0,6.0,14.0,7.0,12.0,1,1,0
1987,1987,Ricardo,35,5000,1.0,187.96,83.916,13.0,13.0,11.0,23.0,19.0,16.0,14.0,13.0,22.0,16.0,36.0,31.0,48.0,71.0,38.0,19.0,73.0,41.0,67.0,11.0,35.0,21.0,11.0,30.0,24.0,48.0,12.0,12.0,10.0,78.0,74.0,63.0,75.0,74.0,0,1,0
1988,1988,Tarantini,34,10000,3.0,187.96,78.0192,62.0,64.0,77.0,78.0,69.0,71.0,65.0,57.0,73.0,75.0,51.0,52.0,57.0,78.0,52.0,75.0,69.0,54.0,78.0,73.0,75.0,76.0,72.0,77.0,66.0,82.0,72.0,71.0,59.0,12.0,6.0,16.0,7.0,16.0,0,1,0
1989,1989,K. Stöger,24,24000,3.0,175.26,74.844,74.0,67.0,45.0,74.0,63.0,76.0,68.0,63.0,77.0,75.0,74.0,66.0,76.0,69.0,77.0,69.0,58.0,77.0,60.0,71.0,50.0,35.0,68.0,79.0,49.0,68.0,38.0,29.0,35.0,15.0,12.0,13.0,10.0,12.0,0,1,0
1990,1990,C. Mbemba,23,10000,2.0,182.88,82.1016,47.0,52.0,74.0,63.0,37.0,63.0,29.0,28.0,64.0,68.0,70.0,75.0,68.0,63.0,63.0,79.0,85.0,68.0,83.0,42.0,73.0,72.0,52.0,43.0,31.0,68.0,69.0,77.0,76.0,9.0,14.0,16.0,7.0,7.0,1,1,0
1991,1991,A. Limbombe,23,21000,4.0,175.26,77.112,83.0,66.0,36.0,69.0,70.0,78.0,77.0,66.0,59.0,76.0,88.0,90.0,90.0,69.0,83.0,79.0,77.0,71.0,56.0,74.0,61.0,48.0,70.0,52.0,46.0,71.0,63.0,58.0,53.0,13.0,13.0,6.0,12.0,8.0,1,1,0
1992,1992,K. McDonald,29,46000,3.0,193.04,96.1632,69.0,54.0,56.0,76.0,50.0,66.0,63.0,56.0,71.0,74.0,47.0,50.0,53.0,75.0,61.0,71.0,68.0,70.0,77.0,64.0,76.0,74.0,60.0,68.0,48.0,78.0,76.0,75.0,64.0,7.0,11.0,6.0,8.0,8.0,0,1,0
1993,1993,O. Niasse,28,82000,3.0,182.88,82.1016,56.0,77.0,74.0,64.0,74.0,75.0,63.0,39.0,35.0,73.0,78.0,72.0,68.0,70.0,67.0,76.0,71.0,74.0,72.0,71.0,64.0,35.0,77.0,61.0,67.0,67.0,19.0,23.0,24.0,16.0,6.0,12.0,10.0,8.0,1,1,0
1994,1994,G. Herrera,26,12000,1.0,187.96,83.916,17.0,17.0,20.0,29.0,18.0,20.0,12.0,21.0,18.0,20.0,53.0,45.0,39.0,70.0,54.0,24.0,56.0,40.0,63.0,12.0,27.0,28.0,12.0,16.0,28.0,43.0,24.0,15.0,17.0,74.0,73.0,70.0,74.0,77.0,0,1,0
1995,1995,R. Borré,22,21000,4.0,175.26,71.2152,63.0,76.0,72.0,70.0,72.0,77.0,79.0,67.0,61.0,74.0,82.0,80.0,82.0,71.0,80.0,75.0,79.0,69.0,68.0,68.0,67.0,35.0,75.0,72.0,66.0,77.0,41.0,33.0,22.0,11.0,14.0,14.0,11.0,8.0,1,1,0
1996,1996,E. Zukanović,31,15000,2.0,190.5,84.8232,66.0,25.0,78.0,66.0,27.0,50.0,76.0,79.0,66.0,63.0,61.0,54.0,45.0,73.0,39.0,85.0,52.0,66.0,84.0,69.0,70.0,73.0,38.0,51.0,69.0,75.0,75.0,77.0,74.0,15.0,12.0,8.0,12.0,11.0,1,0,1
1997,1997,A. Elis,22,8000,4.0,180.34,77.112,64.0,73.0,65.0,65.0,66.0,78.0,60.0,57.0,58.0,77.0,91.0,90.0,78.0,74.0,63.0,72.0,73.0,73.0,72.0,65.0,68.0,33.0,74.0,71.0,65.0,68.0,26.0,21.0,25.0,9.0,7.0,6.0,10.0,9.0,1,1,0
1998,1998,M. Fernández,32,14000,5.0,177.8,72.1224,75.0,61.0,50.0,78.0,70.0,78.0,80.0,82.0,76.0,80.0,75.0,71.0,76.0,71.0,74.0,78.0,66.0,64.0,60.0,75.0,50.0,60.0,70.0,78.0,72.0,76.0,58.0,60.0,56.0,11.0,8.0,5.0,10.0,11.0,0,1,0
1999,1999,D. Rodríguez,28,20000,2.0,170.18,64.8648,66.0,43.0,68.0,68.0,42.0,55.0,65.0,47.0,78.0,75.0,72.0,53.0,71.0,75.0,75.0,78.0,76.0,78.0,69.0,77.0,78.0,77.0,50.0,55.0,58.0,68.0,75.0,77.0,78.0,15.0,6.0,10.0,9.0,13.0,0,1,0
2000,2000,T. Klose,30,25000,2.0,193.04,87.0912,24.0,29.0,81.0,66.0,32.0,27.0,38.0,26.0,68.0,52.0,48.0,46.0,33.0,73.0,31.0,64.0,58.0,65.0,84.0,35.0,73.0,74.0,37.0,54.0,39.0,73.0,75.0,76.0,74.0,15.0,10.0,11.0,15.0,10.0,0,1,0
2001,2001,A. Cornelius,25,26000,3.0,193.04,91.17360000000001,42.0,75.0,79.0,67.0,67.0,67.0,45.0,56.0,43.0,74.0,67.0,69.0,49.0,68.0,60.0,77.0,72.0,66.0,93.0,68.0,72.0,28.0,76.0,56.0,65.0,71.0,54.0,26.0,12.0,15.0,9.0,8.0,11.0,9.0,1,0,1
2002,2002,Kwon Chang Hoon,24,13000,4.0,175.26,69.8544,74.0,72.0,64.0,76.0,63.0,75.0,75.0,66.0,70.0,78.0,76.0,73.0,80.0,77.0,84.0,75.0,50.0,71.0,53.0,76.0,72.0,61.0,70.0,75.0,55.0,76.0,41.0,54.0,53.0,7.0,16.0,9.0,8.0,8.0,0,1,0
2003,2003,C. Larin,23,39000,3.0,187.96,89.8128,35.0,77.0,76.0,62.0,60.0,67.0,43.0,22.0,21.0,69.0,69.0,73.0,61.0,71.0,44.0,82.0,63.0,69.0,86.0,68.0,63.0,22.0,74.0,53.0,63.0,64.0,21.0,18.0,20.0,12.0,9.0,8.0,12.0,7.0,1,0,1
2004,2004,Tchê Tchê,25,1000,3.0,175.26,66.2256,70.0,62.0,54.0,75.0,67.0,78.0,71.0,66.0,72.0,76.0,82.0,78.0,79.0,73.0,79.0,73.0,59.0,76.0,50.0,72.0,57.0,68.0,69.0,75.0,68.0,70.0,75.0,70.0,68.0,6.0,5.0,6.0,9.0,8.0,0,1,0
2005,2005,M. Leckie,27,25000,3.0,180.34,82.1016,76.0,68.0,72.0,68.0,65.0,76.0,72.0,36.0,54.0,75.0,91.0,89.0,75.0,70.0,78.0,74.0,87.0,77.0,70.0,67.0,73.0,54.0,73.0,65.0,69.0,67.0,63.0,48.0,40.0,8.0,10.0,8.0,6.0,10.0,1,1,0
2006,2006,L. Quiñones,27,46000,4.0,177.8,64.8648,71.0,73.0,51.0,69.0,70.0,76.0,61.0,40.0,66.0,75.0,90.0,93.0,88.0,73.0,67.0,71.0,56.0,62.0,63.0,67.0,59.0,21.0,73.0,70.0,54.0,72.0,47.0,23.0,23.0,8.0,12.0,13.0,6.0,10.0,1,1,0
2007,2007,Fontàs,28,8000,2.0,185.42,86.184,60.0,45.0,72.0,75.0,46.0,58.0,58.0,52.0,77.0,67.0,32.0,31.0,54.0,75.0,35.0,58.0,45.0,41.0,84.0,47.0,77.0,80.0,43.0,56.0,52.0,69.0,65.0,79.0,75.0,16.0,14.0,11.0,16.0,9.0,0,1,0
2008,2008,K. Vermeer,32,10000,1.0,182.88,79.8336,13.0,13.0,16.0,53.0,11.0,25.0,16.0,13.0,33.0,39.0,60.0,55.0,64.0,71.0,57.0,24.0,80.0,36.0,57.0,13.0,35.0,25.0,19.0,66.0,30.0,64.0,14.0,16.0,14.0,78.0,65.0,69.0,77.0,80.0,0,1,0
2009,2009,A. Surman,31,53000,3.0,177.8,73.0296,68.0,63.0,59.0,82.0,55.0,67.0,61.0,68.0,77.0,77.0,59.0,53.0,59.0,75.0,72.0,68.0,70.0,72.0,65.0,67.0,68.0,66.0,66.0,78.0,67.0,76.0,66.0,68.0,61.0,16.0,14.0,7.0,16.0,8.0,0,1,0
2010,2010,M. Höger,28,21000,2.0,182.88,83.0088,72.0,65.0,67.0,74.0,72.0,71.0,72.0,61.0,72.0,75.0,55.0,49.0,62.0,77.0,61.0,75.0,77.0,86.0,77.0,70.0,79.0,80.0,70.0,72.0,74.0,79.0,73.0,75.0,73.0,6.0,14.0,16.0,10.0,14.0,1,1,0
2011,2011,S. Dann,31,42000,2.0,187.96,78.0192,30.0,40.0,81.0,59.0,29.0,38.0,30.0,29.0,58.0,60.0,38.0,33.0,42.0,77.0,51.0,52.0,66.0,56.0,77.0,32.0,72.0,77.0,36.0,48.0,30.0,70.0,77.0,76.0,75.0,6.0,10.0,15.0,7.0,9.0,0,1,1
2012,2012,Jovane Cabral,20,9000,4.0,175.26,68.04,70.0,65.0,57.0,68.0,65.0,81.0,76.0,57.0,55.0,77.0,87.0,86.0,88.0,75.0,83.0,69.0,72.0,71.0,68.0,67.0,56.0,23.0,73.0,68.0,63.0,80.0,37.0,35.0,28.0,12.0,6.0,9.0,15.0,8.0,1,1,0
2013,2013,C. Cathcart,29,44000,2.0,190.5,83.0088,39.0,29.0,76.0,71.0,30.0,47.0,39.0,39.0,62.0,59.0,40.0,47.0,59.0,70.0,56.0,56.0,67.0,59.0,77.0,41.0,72.0,73.0,27.0,47.0,28.0,70.0,75.0,79.0,76.0,8.0,6.0,12.0,9.0,13.0,0,1,0
2014,2014,Zaldúa,26,23000,2.0,175.26,69.8544,77.0,25.0,75.0,78.0,23.0,55.0,53.0,41.0,55.0,68.0,69.0,69.0,63.0,68.0,71.0,48.0,67.0,65.0,60.0,40.0,78.0,76.0,49.0,34.0,32.0,63.0,71.0,78.0,79.0,7.0,15.0,14.0,11.0,11.0,0,1,0
2015,2015,Pelé,26,48000,3.0,182.88,77.112,59.0,50.0,65.0,77.0,58.0,66.0,54.0,65.0,71.0,72.0,63.0,60.0,67.0,75.0,63.0,73.0,71.0,77.0,74.0,66.0,82.0,75.0,64.0,66.0,77.0,74.0,73.0,75.0,73.0,14.0,12.0,10.0,12.0,5.0,1,1,0
2016,2016,M. Kelly,28,44000,2.0,190.5,77.112,70.0,38.0,76.0,68.0,39.0,58.0,60.0,35.0,64.0,67.0,46.0,52.0,56.0,73.0,53.0,61.0,68.0,61.0,76.0,38.0,71.0,72.0,42.0,39.0,58.0,74.0,75.0,77.0,76.0,7.0,11.0,8.0,7.0,8.0,0,1,1
2017,2017,Y. Bolasie,29,76000,5.0,187.96,83.916,75.0,64.0,51.0,71.0,51.0,79.0,65.0,49.0,67.0,81.0,79.0,84.0,79.0,73.0,74.0,80.0,63.0,70.0,74.0,68.0,76.0,31.0,69.0,68.0,65.0,77.0,29.0,34.0,17.0,8.0,9.0,12.0,14.0,6.0,1,0,0
2018,2018,L. Zelarayán,26,46000,3.0,172.72,73.0296,71.0,64.0,50.0,73.0,69.0,79.0,74.0,75.0,72.0,75.0,78.0,75.0,91.0,69.0,76.0,73.0,81.0,72.0,59.0,65.0,50.0,44.0,69.0,78.0,67.0,61.0,50.0,43.0,35.0,8.0,9.0,11.0,6.0,10.0,1,0,1
2019,2019,Gelson Fernandes,31,28000,2.0,177.8,69.8544,62.0,51.0,63.0,72.0,55.0,64.0,57.0,55.0,69.0,67.0,66.0,60.0,66.0,72.0,67.0,67.0,70.0,90.0,75.0,55.0,87.0,79.0,61.0,68.0,50.0,71.0,73.0,74.0,69.0,14.0,6.0,13.0,10.0,13.0,1,1,0
2020,2020,D. Glushakov,31,1000,3.0,180.34,79.8336,70.0,70.0,66.0,78.0,68.0,72.0,50.0,59.0,73.0,78.0,71.0,70.0,70.0,75.0,74.0,82.0,80.0,80.0,71.0,78.0,73.0,73.0,75.0,75.0,75.0,82.0,68.0,73.0,71.0,10.0,8.0,8.0,12.0,9.0,1,0,0
